1.200000000000000000e+01,1.500000000000000000e+01,-3.000000000000000000e+01,-2.900000000000000000e+01
5.800000000000000000e+01,6.600000000000000000e+01,-7.900000000000000000e+01,-6.600000000000000000e+01
-8.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,-1.500000000000000000e+01
-7.000000000000000000e+00,-1.600000000000000000e+01,4.400000000000000000e+01,5.700000000000000000e+01
-3.000000000000000000e+00,-4.000000000000000000e+00,1.700000000000000000e+01,2.100000000000000000e+01
-2.000000000000000000e+01,-3.800000000000000000e+01,-9.000000000000000000e+00,-1.000000000000000000e+01
-1.300000000000000000e+01,-1.500000000000000000e+01,-1.400000000000000000e+01,-1.300000000000000000e+01
5.300000000000000000e+01,6.500000000000000000e+01,-2.300000000000000000e+01,-3.600000000000000000e+01
-2.400000000000000000e+01,-4.800000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01
-5.000000000000000000e+00,3.000000000000000000e+00,-1.300000000000000000e+01,7.000000000000000000e+00
-4.000000000000000000e+00,7.000000000000000000e+00,-3.400000000000000000e+01,-4.600000000000000000e+01
1.900000000000000000e+01,2.600000000000000000e+01,-7.000000000000000000e+00,1.500000000000000000e+01
-4.000000000000000000e+00,3.400000000000000000e+01,4.400000000000000000e+01,4.600000000000000000e+01
-2.400000000000000000e+01,-8.000000000000000000e+00,1.200000000000000000e+01,2.800000000000000000e+01
3.623013154746353770e+00,-1.175397369050729246e+01,8.688493422626823559e+00,-3.968849342262682001e+01
-2.000000000000000000e+01,-3.000000000000000000e+01,-3.400000000000000000e+01,-2.000000000000000000e+01
2.000000000000000000e+00,-2.200000000000000000e+01,-2.400000000000000000e+01,-2.300000000000000000e+01
-6.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+01,-2.400000000000000000e+01
-6.000000000000000000e+00,1.200000000000000000e+01,-1.200000000000000000e+01,-2.300000000000000000e+01
1.300000000000000000e+01,1.400000000000000000e+01,-3.100000000000000000e+01,-1.600000000000000000e+01
1.100000000000000000e+01,-6.000000000000000000e+00,1.700000000000000000e+01,-3.000000000000000000e+00
-3.000000000000000000e+00,9.000000000000000000e+00,-1.800000000000000000e+01,-2.800000000000000000e+01
2.600000000000000000e+01,3.600000000000000000e+01,-1.700000000000000000e+01,-3.300000000000000000e+01
-2.500000000000000000e+01,-3.200000000000000000e+01,8.600000000000000000e+01,9.300000000000000000e+01
9.000000000000000000e+00,-1.400000000000000000e+01,-2.300000000000000000e+01,-4.000000000000000000e+01
5.000000000000000000e+01,9.400000000000000000e+01,-5.200000000000000000e+01,-6.200000000000000000e+01
